Date,close,high,low,open,volume,SMA_20,EMA_20,EMA_50,RSI_14,ROC_10,MACD,MACD_SIG,ATR_14,OBV,ADX_14,CCI_20
2021-02-17,366.2867431640625,366.5387714849069,363.4302797573272,364.44779389363555,52290600,359.09480743408204,359.1995331537156,,80.97622336591496,2.841047157599049,,,4.1400433325208645,255626600.0,49.486049734972745,-4914.9850764852845
2021-02-18,364.72784423828125,365.47461384883314,361.9460747372213,363.67301150998657,59712800,359.41358642578126,359.7260389712933,,77.50336832031651,2.322885094948351,,,4.154373696400889,195913800.0,48.58419489672987,-4696.421850476773
2021-02-19,364.083740234375,366.2774151168697,363.6356613794077,365.98803975869316,83241000,359.68382568359374,360.1410581392058,,76.05204963725082,0.9943249877802438,,,4.0463294136195405,112672800.0,47.84734500759255,-4452.960354282094
2021-02-22,361.2833557128906,363.7010560751068,361.01263959107774,361.3113588642894,67414200,359.87752532958984,360.2498483843187,,69.92150149316107,-0.17536403827197658,,,3.9766702157393774,45258600.0,46.44446152292339,-4453.389361691844
2021-02-23,361.72210693359375,363.0756591158048,354.907740572143,359.07103736191505,107284100,360.02268218994146,360.39006348424965,,70.32511233208467,-0.7707840448456171,,,4.276045096305266,152542700.0,43.72918906946094,-4603.538784672877
2021-02-24,365.70794677734375,366.1373663240429,359.6403517069879,360.62983416254366,72433900,360.39513549804695,360.89652855978244,,73.76871071050164,0.38947724500223085,3.4556425870557064,,4.434685776358819,224976600.0,41.710870127601225,-4510.00171410059
2021-02-25,356.8959655761719,365.81068094226185,355.4490887696667,364.4384697020069,146670500,360.7647903442383,360.51552256134335,,57.799429634964476,-1.9867871030982933,2.6982292540520234,,4.858036233232845,78306100.0,38.9968188627981,-5105.602124765819
2021-02-26,355.05706787109375,359.9298157917072,353.0687870795123,358.7816580580028,152701600,360.8922119140625,359.99566973370054,,55.117947541588755,-2.6490204204685144,1.9273725038115685,,5.001107124587279,-74395500.0,36.38036338529841,-5321.186427622914
2021-03-01,363.6636962890625,364.9145796408334,355.2530939230072,359.9391348464769,105348800,361.80281524658204,360.345005596116,,63.623974577647665,-0.7793667598240985,1.9880291971783777,,5.34799317066959,30953300.0,34.46662671118155,-6776.5211789487275
2021-03-02,360.8259582519531,364.1211286457314,360.3218730437514,363.88775955697247,79595300,362.2840209960938,360.3908106109576,,59.6124024407898,-1.4682495799280835,1.7865243790817544,,5.2373690586203345,-48642000.0,32.68958551378732,-8630.921205300152
2021-03-03,356.0465393066406,361.0966209700066,355.9438421012048,360.12582613870484,119940200,362.27795562744143,359.9770704867369,,53.49465323224695,-2.7956796276504097,1.2270267922964422,,5.231326902204726,-168582200.0,30.501901809346037,-9114.918919870288
2021-03-04,351.6405029296875,358.4548679302634,347.1411407192038,355.8598051821406,183433000,362.03758239746094,359.18311167177984,,48.548283404310276,-3.588248474948797,0.42321208548781897,,5.66578406712293,-352015200.0,29.77947559362258,-8361.571796674663
2021-03-05,358.1095275878906,359.16436039451537,347.85063187865177,355.1503950992835,152039600,361.9180984497071,359.08086556855227,,55.11110414965594,-1.6408897147229204,0.3046673496341441,,6.069208670604406,-199975600.0,28.971218870782252,-7668.975566143972
2021-03-08,356.3266296386719,361.8901412730423,356.04659810021576,359.071052665303,123149200,361.6385284423829,358.8185573847541,,53.100789605245865,-1.3719774232162043,0.06609294981524272,1.5418663442681197,6.053089706477414,-323124800.0,27.695872809620482,-7127.172163174339
2021-03-09,361.4140319824219,363.97174793111003,359.67775124914425,360.1818364281521,113633600,361.48263702392586,359.06574544167484,,57.827984849798874,-0.08516895850892313,0.2842551545888341,1.2903441063322627,6.166806034046038,-209491200.0,26.12641951114282,-7330.347743022543
2021-03-10,363.6636962890625,365.3626300474982,362.3475197320477,363.7663934988811,109899400,361.45136566162114,359.5036455223784,,59.75954063035807,-0.5589844317837216,0.6314009844473389,1.158555481955278,6.00836260769106,-99591800.0,24.414239282721592,-7363.478609227822
2021-03-11,367.3509216308594,369.3298867988707,365.6799911027068,366.13741385422924,86245000,361.61238861083984,360.2510051517575,,62.76942165342487,2.9294127877879053,1.1903235167653747,1.1649090889172973,5.98392174355657,-13346800.0,23.201694487509492,-7036.591795150849
